"gene","cluster","foldchange_T5min_T15min","foldchange_T15min_T4h","foldchange_T4h_T8h","foldchange_T8h_T12h","foldchange_T12h_T24h","foldchange_T24h_T48h","foldchange_T48h_T72h","foldchange_T72h_T120h","foldchange_T120h_T221h","foldchange_T221h_T288h","foldchange_T288h_T290h","foldchange_T290h_T292h","foldchange_T292h_T294h","foldchange_T294h_T296h","foldchange_T296h_prim_T296h"
"CEG47730",1,-0.012858613345322,2.12673021244955,0.153444921099067,0.723036739481446,-0.711506873105995,1.85141696905735,-1.65083209423636,-2.29162463531102,-3.41920663797498,0.42699106350439,-0.343896330072774,0.559386239654216,1.77582434883603,-0.384935065434254,-0.631704057595294
"CEG38854",1,0.198318375066965,7.07894492392082,-0.333781089076052,-0.817698065317527,-0.900693689553474,-2.36826305051799,-0.824410336518434,-1.54217213781505,-1.41520028434036,1.28993227162102,-1.34592329353798,-0.131175450456285,0.411199566393305,0.354713044735651,-0.505817203867168
"CEG50476",1,0.0770432637729052,0.101642446037149,3.3951469659522,-0.248985805194566,-0.090965184685707,-1.48625523270948,-1.80546345033642,-0.625716913149184,-2.08228342577207,0.0186712419040418,0.42559329826796,0.0960036531192612,-0.60358372255832,1.36432003979078,-0.583568257965431
"CEG49099",1,0.238522795901313,9.38102196096626,-3.96024116370375,1.11612084383209,-3.04558380438668,1.15107641471203,-2.79815279707263,-2.99557915951638,0,0,0.79560204201252,-0.350468733013707,0,1.98793072546006,1.23602200415697
"CEG43451",1,0.130698069256877,2.95826387525443,0.194715090256559,-0.393343833635173,0.585675906172159,-2.09779840959421,-1.7144615166288,-1.33837629591172,0.986447064956708,-0.814500594255133,-0.0613807392984544,0.545162589653895,1.1560754294371,-0.0371212902100409,0.0885115896792146
"CEG46717",1,0.272320175424561,5.25051224681267,-0.473931212602679,-1.34267994449933,-1.42815340884185,-2.13829890158812,-2.67510021255748,1.51592847921002,0.519617507629101,-0.00332101540336126,0.318904708661837,-0.553090344548313,-0.0871003169496962,-1.29916495100807,1.30813019358607
"CEG36842",1,0.662389172249012,7.30258646208513,-2.38392384596092,-0.831263334303084,-1.11289253865345,-2.81812403185013,-0.216296649784222,-1.9914681148038,-0.555144965052178,-0.620308086596054,0.729348510985061,-0.184601245747081,1.36738418238778,-1.90352188400259,0.706231532999015
"CEG37014",1,0.0431864946107606,3.87646436627367,0.655052660808825,-0.769154989907116,-0.799617684267075,-1.79898336415934,-0.897415531852803,-0.919778605023657,-0.939304733927855,0.294625141387392,0.383921941762063,-0.623287743831395,1.3654322655105,-1.07851690570257,-0.418118668523414
"CEG48201",1,1.16760503806218,4.73398362202888,1.3362844021927,-0.318431329284786,-0.357254981793115,-2.90550331807623,-1.41379242648548,-1.41019666935468,-4.56932357534022,1.9635479722752,-0.636365464327256,1.24784489349424,2.21382944926482,0.155319817957845,-0.0138739627137214
"CEG44404",1,0.193986244551223,1.67640964706736,1.26588709035648,-1.1884645599526,-0.231608138084288,-1.83202594635311,0.375958970928861,-0.742879635513618,-0.738778900573081,0.0569292847536633,0.259096246923252,-0.213711015773261,0.260616826727099,-0.161370328084338,-0.35202558741644
"CEG48333",1,-0.152425582150768,2.3886826572841,-0.599703083151143,-0.132913119356654,-0.489679103739408,-1.33835237260068,-0.986602952482223,-0.585555659616653,-3.53362934416866,-0.351121361491816,1.04568957038726,0.663399915533465,1.08491748503108,0.162864124291652,0.188381913273069
"CEG42919",1,-0.081428447474176,0.667648653167813,1.40708217460653,-0.0270526105442945,-0.281733760880753,-1.40734072371908,-1.27966914234788,-5.05525418469704,1.52283923784965,0.452300105389826,0.634170643213151,0.420976099090696,1.36549454352515,-2.43334096396825,-0.4831834996973
"CEG49414",1,-0.73428032978456,6.00152712415139,-0.617647659662299,0.0170977071395733,-0.577825362343971,-1.89424131606055,-0.819708994055123,-2.67383709836471,0.319692037617036,-0.095676574920299,-0.887001187992399,0.720412307032342,-0.0849910331193985,0.279158356249066,-0.756455655628705
"CEG42619",1,0.296608532878228,-0.0955923627886379,1.95906308060949,-0.50833338244974,-0.371482242126416,-2.70019000359196,-0.915604829031013,-0.195163600734525,0.0645322795075403,-0.312350500192624,-0.240977935649334,-0.396042841831281,2.14588350881942,-0.780382350371515,1.0875165899286
"CEG45631",1,-0.197712032979138,2.85494780094031,3.22293807972315,-0.408388360340301,-1.2894419160986,-2.17550608600476,0.151919591300446,-0.361470181337026,-4.15082029521864,2.16574827829023,-0.132073231659781,-0.382668559203208,0.453826600340552,-0.627006381955772,-1.74386885108664
"CEG44875",1,-0.104082395040661,1.43919041414044,0.597742041469312,-0.347473812733399,-0.0148195749478049,-1.51584242192881,-1.50455448470995,-2.83511615514972,-1.35245649249226,-0.689099966815345,0.0660864425126566,0.527896008352431,2.54420544101852,1.63289926590567,-0.951110578927834
"CEG50173",1,0.0939163119173731,5.33463600970014,-0.693779166916384,-0.994297639021858,-1.37181362668129,-1.89065534567932,-0.070159982687898,-0.810383678839739,-3.88065652040429,0.079663646210727,0.551092679694065,-1.34415573086145,1.78532066989423,2.96528347632482,-0.464343485344963
"CEG41495",1,-0.274739063652739,4.92769420959648,0.197995405650448,-0.391194675210575,-0.221011489447259,-2.57692500989784,-1.50930607511217,-0.94434870542171,0.544486966597001,0.267220713411546,-0.20575580244743,-0.00292446194520901,-0.384405120932667,-0.263434594603703,-0.826345538811965
"CEG50158",1,0.0832024453457708,1.8859140612051,-0.207044708305493,0.337720743917451,0.0055803559476137,-0.641290217824889,-0.882226163231285,0.311351387341875,-1.00680442883772,0.20273413568583,-0.420142389671947,-0.0266709514081262,-0.0336518852955657,0.30283607806402,-0.289355517641253
"CEG42290",1,-0.373736807728072,3.25712049055544,0.710032412721134,-0.391431619848582,-0.731691714730069,-1.62747674006931,-1.086739389043,-0.187400223469937,-2.37473348967609,0.345730471098892,0.487108784273548,0.330296874553758,-0.199912605196366,1.22650593057573,-1.39496345798808
"CEG46091",1,0.428393644936988,9.2589047045054,-2.53668309571573,0.530900585690596,-2.14351460512708,0.298860499792255,-2.23981868912433,-5.92314137713476,0.113714910903063,-0.0283266303151019,-2.33692303016832,1.5381457636171,0.709423687102527,1.73467888197206,3.37851952167568
"CEG47306",1,-0.0143989238537901,1.59536214190564,1.08424380309494,-0.464795975156,0.136036883419801,-1.92249524565921,-0.360854005190155,-0.811562544754957,-0.0917029359731451,0.0634376939680859,-0.079224997026413,-0.0822013382797318,0.999338766550398,-0.74819610164425,0.116904574414752
"CEG43115",1,-0.39950597786362,1.51585014209264,2.33699547412032,-0.538014040586847,-0.266249277289258,-1.394361456817,-2.01388313034775,-1.26017169449062,-2.9897264368514,1.1140616416552,0.364882311309423,-0.768206092667224,1.09984800315252,2.50825252993734,-1.25893518269506
"CEG39825",1,-1.01223104286466,6.08614982288645,-2.23068275613736,0.622466262381688,0.0110725170826929,0.633362551314091,-3.27295370533118,-2.81538699722966,-2.00296368615969,1.0527145628109,-2.96479361781399,3.58004388898772,-0.254612987049828,0.828559440446332,0.373610960892298
"CEG36326",1,-0.289923008209761,1.00630992086215,0.80100706140031,-0.70266133905056,-0.296167390585553,-1.86910494324726,0.240080206558205,-0.779713437105183,-0.340849841453664,-0.246187520724033,-0.00371351207137646,-0.37024616422171,-0.394683421426998,0.847015039884582,-0.431928139640718
"CEG48402",1,0.0691555570162159,2.52434803757359,1.06894863343478,-1.04592269420578,-0.00203552056081652,-2.39744253364195,1.47711161286138,-1.11392398967291,-4.25290551433073,1.23597922963888,-0.359302866485616,1.19732975674016,-0.0837929457115235,-1.11367082214191,0.286552612045672
"CEG39388",1,0.244951801922372,2.74032967387931,-1.4207944568999,0.00413440118025399,-0.658734437149501,-0.459845343808135,-0.602997121180806,-0.286447891443202,-0.930029537624136,0.85641415417184,-0.448530054909458,-0.0674307304409236,1.38634409291391,-0.546116311090916,0.105891439488093
"CEG42466",1,0.206678422456706,2.14572353145768,0.187208547329344,-0.0815726048804937,-0.925106138617258,-1.53018445563456,-0.363689040036749,-1.18403728595421,-0.512950552754582,1.06696940134124,0.34246524575375,-0.464459248363261,0.905098010584864,-1.3790356590145,-0.166611318776821
"CEG40359",1,0.204224361511177,2.28802002783053,0.797439745882446,-0.615310781875323,-0.383297983211863,-2.60010685218793,0.67216640728328,-2.42632167164331,1.15081534313451,0.0292621974562357,-0.3743217913418,0.0482920953255619,0.56342863200475,0.557956926591379,0.257555138611962
"CEG43529",1,-0.167406597684727,2.02087803443094,1.2450690214271,-0.593887409112,-0.717676631696145,-1.58442570670983,0.268964852354595,-0.953428214241238,-0.261547746213289,-0.303239486542056,-0.67456026834579,-0.246404382167512,1.02572356327487,0.567058829853163,-0.142486129670619
"CEG35443",1,0.132512768428374,7.79287028578872,-1.19952035614806,0.0988641717339964,-1.10386873193552,1.26669713003955,-3.18256072914652,-2.42329595080437,-3.55507831495169,0.806995114471662,0.321800284663061,-2.61000512770247,2.30986956960502,1.53332456212648,-0.130107299789887
"CEG45361",1,-0.211389129879909,6.21916040491394,0.366008680288573,-0.533204287054776,-0.03191405519615,-1.80781529244947,-1.10243203207597,-2.11490700169443,-3.60498025926332,-0.332195961691892,0.937882641964031,0.198784728422605,-0.186535100809026,1.14388067038926,2.29551031369885
"CEG42518",1,0.345791838201345,1.76412714723124,0.547184135880881,1.31419599751707,-0.426268083540879,-3.13009351534817,-1.63581043792982,-2.1132677634436,-0.264911149027495,1.08716868143628,-2.60610360016351,-1.16467678981504,1.63845347324381,2.28655601683344,0.0363228712261447
"CEG45565",1,-0.106575412178507,4.40897769979254,-1.34649974138621,-0.106892937931969,-1.76932843666845,-0.573253930867308,0.812859120118216,0.375952285337378,-2.05349467238479,-0.722108918089986,-0.00458691698082097,0.358438804803246,0.672687204014709,0.0240301212650204,-0.0731101669843819
"CEG35767",1,0.503402834764928,1.75017952650316,1.67772723526264,0.973941631844952,-1.04550628986786,0.29428283541462,-0.542087156041576,-2.11804802205474,-4.57994428362946,1.47566006634059,-0.834304894322362,0.341780499782476,0.667897737472223,-0.210682480285953,-0.276738226733096
"CEG47198",1,-1.1439312202952,4.50997066102858,-3.10515525763664,2.71968693717529,-1.13907818592463,-1.53882430497522,1.99512305085612,-5.24128566079577,-2.50919727771154,1.6581189605946,0.194606643596834,0.830667975596996,0.570258579729278,0.602887464508129,1.03714125269352
"ENSRNAG00050153114",1,-2.33932370994271,3.60024432292775,0.107055793787591,0.606562583150581,-0.0309412477463586,-0.617533951195061,0.291276443144523,-4.79683739038014,-2.09810636434373,-0.100213510326557,0.15663274078789,-0.167865476356795,2.28693776899536,-1.21189846572243,3.20282176228075
"CEG40480",1,-0.381928290631598,0.522812128440843,1.0778535913549,-0.217146916812793,-0.19928416966084,-2.0052952519058,-0.46988654844677,-0.490979597786082,-0.525269113040525,-0.955580704421755,-1.12250201415651,0.800861293515166,1.54474812575298,-0.735358606792202,-0.833683088410485
"CEG49852",1,-0.0341207190162144,1.73489790246493,1.68318635302045,-0.63793675814495,-0.909828005737,-1.48564759903704,-0.450391989012238,-0.775317262374124,-0.177160937170245,0.315358125017438,0.159841577007078,-0.176838656445315,0.624540804954657,0.309682364102101,0.965388048482394
"CEG37616",1,-1.06004134362797,1.73750358027946,1.52364997956179,-1.72569232055724,0.0361258302862731,-1.97978373001392,-0.334430788210228,-2.12335671876738,-4.37672028474256,1.09832492244941,1.02801014649166,0.29208995582764,-0.904915104424714,4.05846034337832,-1.28561162359295
"CEG39871",1,-0.602012483026586,3.15908942966425,0.608045555719191,0.716173483955175,-3.0780332760539,1.9646810162111,-1.76571189352035,-3.54652448110317,-0.158390853071654,1.19794564727469,-0.953065795986294,-0.928398243511761,0.123612742559202,-0.190402203843378,0.422178840843995
"CEG43263",1,-0.579939786083326,2.51692492000763,0.374823857775595,-0.72055467027963,-0.692679576796933,-0.71156728861921,-0.714714977788437,-0.347443387507125,-1.51959752741871,-0.0330873848641813,0.49151767175978,0.368372427804029,0.181663099617538,-1.04213029592858,-0.977911381354068
"CEG45304",1,-0.444701448895331,0.477490542091159,2.19382360200599,-0.355197787821418,-1.07640318008372,-1.30460331765545,-0.50481215347974,0.112081749960791,-0.730207355956888,0.439991231405228,-0.217918595062227,0.336009523242913,-0.505415627181387,0.64835430446002,-0.0216671958871588
"ENSRNAG00050153200",1,-2.48946773417299,4.17308657346844,0.0533929307252315,0.298069881868905,-0.101283782517076,-0.452444854397162,0.745746871931033,-4.78928620081119,-1.78404885690284,-0.944491648260375,0.392850026443057,1.15975693348701,1.12657887403238,-1.3910896149843,3.27115470869503
"CEG38552",1,0.317198520042782,2.30073645258152,-0.199833289074447,-0.35867417989813,-0.705957970621616,-1.26512049025801,-2.86519759054392,1.53374736048174,-3.49762484925617,-2.16130350941577,1.88323636729608,1.01400719534209,-2.16247078568163,2.01286453511747,-0.0784086828370516
"CEG45207",1,-0.041883354764952,0.444477465798628,0.434313233352521,-0.548294810020902,-0.7073997119209,0.0552541966578255,-0.842951139459109,-1.25750692060002,-0.372005293121975,0.0481763033513388,-0.443634082563712,-0.406739886507445,-0.15717205524519,0.493538151224194,-0.861696938693546
"CEG48943",1,0.0988273642927884,2.47914620611384,-0.00920683807084922,0.030855608027919,-0.379302124033548,-1.40850566377383,0.763363571687393,-2.90262711514695,1.67514340136697,-0.589253490180967,-1.34517904730543,-0.0650360327575003,0.202655938068785,0.874760672793169,-0.57931893846343
"CEG39936",1,-0.0804175769963633,2.46104383962887,0.362960193759526,1.09264806695506,-2.41778215376967,0.858199770154735,-0.837569755808129,-2.6856987276687,-4.09069253695469,1.16831909245403,-0.135301645480141,1.35254721208263,-2.39617577916731,0.843936802468891,-1.36102092685139
"CEG48983",1,0.833727853347961,2.72481761283475,-0.30681875136044,-0.690392716004835,-0.752412539998726,-0.446547906654594,-0.181758848801635,-1.98463155472083,0.559076365586728,0.272715200565459,-0.131803161463756,-0.378431575154013,1.00651774671466,-0.606340602232206,1.34682897783261
"ENSRNAG00050152936",1,-2.36992491998763,3.60873863301965,0.179658955574142,0.303411135141325,0.0812956268776928,-0.877951239588675,0.371250791875135,-4.29334724742128,-1.13448594653706,-1.33034559381181,-0.013105298401479,0.567026445574797,1.75670311400311,-0.965000907117183,3.49913313009529
"CEG35982",1,0.740183762326536,1.41448032349497,0.212470048278935,-0.228030954708955,0.604556159167573,-1.41708813770617,-0.482405431166612,-0.982872981108832,-0.411873520851099,-1.01671550198673,-0.77418555998291,0.326044733149191,0.877160572572988,0.314661572605999,0.383557642638448
"CEG40262",1,-0.142205160124654,-0.493967362753072,0.554003255389892,0.333870749341728,-0.045806908055608,-1.2244967100229,-1.42256268134152,-0.944262908468736,-0.718331836039636,0.41419024202519,-0.0585451758375853,-1.11403661181554,0.59546782824868,-0.269834977046103,-0.534303753788932
"CEG36336",1,-0.417267045070045,1.61879084622939,1.29791900924725,-0.733105419803812,-1.75964504151339,0.0748364383254015,0.981948028231009,-2.11353867391432,-2.15694407238658,-0.41061284829905,0.590959820094738,-0.540915679746963,1.27385516122902,-0.0818811064184782,-0.818807722623065
"ENSRNAG00050152934",1,-1.75451853707841,5.38498042740156,-0.0729228255609004,0.265552138912694,1.43763985659937,-0.74247790993981,-0.887656944664735,-5.1168149511775,-0.91996292932337,-2.36150795791964,0.841398499372952,-0.418056977767858,2.68101103151157,-0.539990017358589,1.28538530659752
"ENSRNAG00050153182",1,-2.49000724745831,3.27854763434719,0.219344038984589,0.421443994005621,-0.17803157310524,-1.08283607658922,0.892241888325565,-5.36536268142167,-0.333530703767009,-1.18237986261896,-0.0325436124750721,0.542236837374788,2.26380178181664,-1.17024824639804,4.60115105668015
"CEG43903",1,-0.110413774535989,0.941844313667774,0.0427281256961876,-0.719921926001836,-0.555062564579493,-0.820443844506861,-0.524868621743864,0.235243281244256,0.0535587159989026,0.16058806016525,-0.445637059878649,-0.00357968227020507,0.427555830392635,-0.376853764401388,0.387814814290308
"CEG42321",1,-0.0191088684392651,1.06405251376737,-0.244381442289347,-0.148935301677485,-0.531270074271542,-0.593234668304191,-0.733336020891715,-1.28652684405379,0.401401689823581,0.217091703209312,0.243836147600487,-0.181305399412795,-0.292866331814237,0.752942344976516,-0.395479133906927
"CEG36678",1,-0.377763289557664,0.692132325489054,0.570851077483012,-0.146048993159225,0.119657493082806,-0.582628527747881,-1.24775886818037,0.187807915805426,-0.532725074438324,-0.298123442754316,-0.113051937382619,0.126769482699675,-0.350558372545005,-0.338586111314026,-0.318208429270125
"CEG39120",1,-0.0303510723029842,0.754490826179942,-0.272440791892292,1.90916242476747,0.126797175606295,-2.39610964398646,-0.599111198468986,-2.98524419916834,1.32262087812791,0.503144633774174,0.395728190836475,0.408504877099947,0.0740182246665754,-0.369568038554555,-0.178828168326937
"CEG43239",1,-0.141438897510026,5.16561061533096,-1.60558939578022,0.905909200661981,-1.19448828205396,-0.864414158687608,-1.52324584427871,-2.9564206804968,0.76607466749433,1.07509527399262,0.682455303878741,-0.971090882222706,-0.339164355391527,-0.039567457629152,-0.226360430702218
"ENSRNAG00050153026",1,-2.4837023586961,2.34495452104487,0.575364343800622,0.62862370609827,-0.204200973232556,-1.55700744007021,0.931853310427424,-6.10906006525782,-0.864544726046269,-1.03802135876127,-1.46800478291617,3.38697569610905,2.39064636918134,-0.854440084989148,6.26638487725597
"CEG48936",1,0.297852706614771,1.54031660514743,-0.473342128256131,-0.338646394914791,0.037624613276123,-1.36018776878626,-0.37756175670137,0.117689643323315,0.304902065919785,-0.155061055740944,0.267667706320458,-0.234835258727371,-0.3391509439081,-0.258168236304179,-0.0598930051347045
"CEG37594",1,-2.30971143876799,3.80409790166204,-1.10446007282747,1.2500214884112,0.0936264897850901,-1.249233750138,0.832657006127922,-4.83796182414568,-0.290004772290703,-0.827349013220548,-0.315969534693582,1.50487606170304,0.543883277023441,-0.829233047085778,1.96965120326716
"CEG43416",1,0.272311834378208,1.10509257586273,0.25411310400761,-0.337090570728804,-0.217292720577102,-0.675596935221148,0.809170432867707,-0.716273913761712,-0.783169989112623,-0.302114894280373,-0.168701615427193,-0.267770693651378,0.318825046488262,0.432206432300064,0.168352070224679
"CEG48136",1,-0.0166303470522533,1.46260090338647,-0.837357436853066,-0.349944500554983,-0.231639394563606,-0.31057388061341,0.52369465490108,-0.763960432110018,-0.234966535780346,-0.344065835443595,0.2010436917409,0.235557536979353,0.137126659579523,0.267458315425404,-0.0947074681779816
"ENSRNAG00050153028",1,-1.94886999561162,2.02962621649572,0.488165461198792,0.792142403269825,-0.624228321295437,-1.24040514180672,1.51117788055135,-7.1005967890383,0.765715207746818,-3.09737547964016,1.80941844105837,0.525044577532444,2.88788545846358,-0.328699622276474,4.99379133994835
"CEG42510",1,0.190813481189781,1.01453359538915,-0.618836206095676,0.189564631512708,0.192339309373302,-0.893871768278733,-0.474314360147721,-0.534499797939311,-0.0995602355308868,-0.188062380671231,0.298958748444902,0.409358632650673,0.290307467383666,0.160319653491033,-0.0134369944976194
"ENSRNAG00050153020",1,-2.3938409082967,1.4091500082828,0.240956706801625,1.47236009448035,-0.852893622354854,-0.87427564600931,0.890936915826096,-5.57811176230073,-2.42716257598766,-1.18715363434364,0.0821345594996466,2.32869230127916,3.1349924472584,-0.996842910008682,4.80538337552564
"CEG48014",1,-0.216426807333856,1.0993161726156,0.04497329981532,-0.0293112247398796,0.299185821446933,-0.845970061873547,-0.758466056503664,-0.786644463995709,0.380252848507945,0.00240515961781703,0.00475855493275453,-0.173694470895858,0.10167772097286,-0.420182884449586,0.121350613204309
"CEG40804",1,-0.242428864208674,1.05153444141989,1.04296041090426,-0.965219644962358,0.830205233995614,-0.468268423633919,-2.29768906562663,1.4608182063929,-0.965789003659828,-0.805760687338181,0.289743938275887,-0.804496837762574,0.602208121165065,0.172516001421263,-0.119611108102383
"CEG37877",1,-0.47359921037067,1.58195799392285,0.410701147833701,0.395210193053081,-1.50054838898841,-0.406611729978192,0.982331426401598,-1.00835230363973,-1.00811674746087,0.953574775220438,-1.02530624399709,-0.129747478546386,0.396405500685097,-0.0757964018279409,-1.05380118869456
"CEG41535",1,0.163614468462644,0.140597497739981,0.739217827167754,0.0179396873346499,0.0185391680326734,-0.395365892750741,-0.641545894784434,0.0635346951178235,-0.368446534373342,-0.056713922128111,-0.0538309845190788,0.0587039893383547,-0.00464552568188795,0.215839642208713,-0.0566433208129534
"CEG35238",2,0.139277302274494,-4.87377488407083,-1.59941868403484,0.220019957465605,1.42936601597043,-1.92177812162349,-1.3932602094761,0,8.62045863303072,1.10220543161026,0.763816678111647,0.887276936411029,0.249000880138181,0.282304727735356,0.00986942091559142
