"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CEG35067",9.6154435420708,1.15781679062946,1.38842263309651,163.104268652188,5.89033787148193e-27,1.00261070152884e-26
"CEG35069",334.044455703385,0.0311995031093574,0.889385308041121,182.328632483403,8.05953289578168e-31,1.47627391336585e-30
"CEG35070",27.8898246694597,0.134948609654792,0.772470567496822,159.948894833033,2.51707532470213e-26,4.23872703015226e-26
"CEG35072",2.37407396603544,0,1.57776060122627,50.896463318871,8.58623670636627e-06,9.8763326600906e-06
"CEG35073",93.6818183114483,0.760110241256784,1.09568145130083,863.944585290402,1.82690741598553e-174,2.75110763818998e-173
"CEG35074",82.4053385993181,0.311260790876334,1.06381102518366,653.192351147498,1.73270917446027e-129,1.45912351533497e-128
"CEG35075",118.309905328403,-0.166955051798905,0.529947541140135,312.61995602353,1.32599457410178e-57,3.840853258317e-57
"CEG35076",550.915777168023,-0.258785561683115,0.283230203476409,582.669991933986,1.70217059312867e-114,1.17138621462618e-113
"CEG35077",150.636179931019,0.0605901573650794,0.31581434173534,209.10801435435,2.97811350967189e-36,5.99463011854068e-36
"CEG35078",233.155628619496,0.198667140334734,0.288802934669659,63.2112715954204,7.01623038554371e-08,8.35654126127844e-08
"CEG35079",2.19991235038428,0,1.48459871059585,58.0683023917534,5.40106010725402e-07,6.34136574691354e-07
"CEG35080",2.29100524085949,0,1.4743518284957,63.6124961925272,5.97300328611401e-08,7.12529748949295e-08
"CEG35081",370.863934083626,2.39653153624892,0.319133780941305,1205.40097962878,1.13170063708702e-247,4.03503291217656e-246
"CEG35082",4.29786021881961,0,1.44298291629724,51.7545967203522,6.20122733758153e-06,7.14710155961134e-06
"CEG35083",4.56046851607335,1.82550024417713,1.35532972626271,42.2241131075954,0.000207580001931263,0.000232827201605342
"CEG35084",450.808784866237,-0.0209502011242108,0.599554646307493,480.073253318017,9.22486090297259e-93,4.61603673018175e-92
"CEG35085",124.282267934761,0.0513231118830206,0.561538013754497,365.785746696652,1.04329392985531e-68,3.63279714421871e-68
"CEG35086",14.3985842906311,0.901672040193159,1.35659122013067,97.5277912636226,3.83042056618251e-14,5.13611808580936e-14
"CEG35087",363.250437893481,-0.2738164238425,0.589134495751756,646.703271809151,4.16595981693352e-128,3.42480961186571e-127
"CEG35088",258.987862999943,-0.480785724143583,0.38848789686084,249.470960160013,1.59556799238387e-44,3.70725545516673e-44
"CEG35089",58.7865283841673,3.70721295889847,1.10009748424621,516.783694028068,1.58688942634318e-100,8.92450995482983e-100
"CEG35090",86.3905935832168,1.10895989735435,1.34444696236747,404.365442258619,8.36530763153917e-77,3.28051279668203e-76
"CEG35091",172.966086898855,1.33219712557538,0.700789484403953,311.913780093295,1.86013344200122e-57,5.37222654729595e-57
"CEG35092",185.999613266536,0.0623819977637711,0.337972436809309,57.3226674460352,7.23406511589136e-07,8.4748337436765e-07
"CEG35093",135.198153187968,-0.293115196241415,0.394722753322121,88.5402601975064,1.85529711813676e-12,2.41118926917967e-12
"CEG35094",231.227671750615,0.281864672705411,0.304982317380184,108.492394409418,3.13828348206092e-16,4.37725057975152e-16
"CEG35096",1553.30260901992,-0.449012431434385,0.188010076306073,76.6482053978127,2.84848063567546e-10,3.54605642254872e-10
"CEG35097",53.8987454654064,-0.711096927084614,0.559585715053362,64.8067596640105,3.69394651931297e-08,4.42306037859739e-08
"CEG35098",154.968250885121,-0.389770049967612,0.389145875159827,254.849346598914,1.24374551393652e-45,2.9481375145162e-45
"CEG35099",107.259062852103,-1.51603151033435,0.459204496823357,86.9797147863331,3.6170091991981e-12,4.67276117780941e-12
"CEG35100",227.969297544443,-0.369206132348399,0.302620695395875,94.1416112679564,1.66370984941906e-13,2.20427347816623e-13
"CEG35101",75.4236934443938,-0.323633359026236,0.422387007609292,60.6870861635111,1.9207475704871e-07,2.27013563270866e-07
"CEG35102",18.5468905454859,0,1.3966130455324,173.339870445693,5.21395103081323e-29,9.22568056323049e-29
"CEG35103",129.176143194714,1.76132103498307,0.800157318162341,272.998547057206,2.22002651059474e-49,5.60259056301512e-49
"CEG35105",185.097308781247,0.248796646152038,0.355178849503768,101.691823001114,6.22974679993276e-15,8.4749451630502e-15
"CEG35106",952.097355520286,-0.863175250000209,0.691527089924924,700.35635342529,1.56102451058162e-139,1.50800858380715e-138
"CEG35107",251.405159298964,0.309435851131769,1.13285340233186,914.521661685932,2.74967628778694e-185,4.69278086448971e-184
"CEG35108",37.3522274381047,-1.10646349491799,1.63617727339821,140.93767607733,1.50308225327533e-22,2.35287426218958e-22
"CEG35110",4.72494945734257,0,1.40534779683848,117.504810953249,5.7625762950882e-18,8.31484348744549e-18
"CEG35111",109.546490458985,1.03359124700514,0.865444090615322,388.214285894466,2.0662781821944e-73,7.73117823212169e-73
"CEG35112",255.471470208356,0.814545674278165,0.418891457537021,216.912882393274,7.61320832222871e-38,1.57328166813897e-37
"CEG35113",66.2273510602004,-0.61544416282461,0.636109748254139,200.113933057115,2.01438431462857e-34,3.92512090535024e-34
"CEG35114",82.863718176096,-1.106075484325,0.735691768992217,81.3187642617748,4.00549403825504e-11,5.07325585688349e-11
"CEG35115",212.059995872088,2.91960648351216,1.13718341161859,622.632239060247,5.49462808260588e-123,4.22917856027392e-122
"CEG35116",63.2461221134377,2.76470182948606,1.16079778573672,650.700464595678,5.87591758169513e-129,4.90938283588105e-128
"CEG35119",4.34361913858866,0,1.4545109306421,101.628881816583,6.40365143157016e-15,8.70967360791606e-15
"CEG35120",332.151246848724,-0.747009323645952,0.218889408832403,1226.1089725551,4.02765521662253e-252,1.47719159807359e-250
"CEG35121",7.59681057833431,3.6857257686507,1.17320115806968,69.0364772547938,6.62833201510783e-09,8.04577048775535e-09
"CEG35122",249.821337265977,0.246320306679551,0.521621520729381,539.766057345422,2.14954095412771e-105,1.29661282812605e-104
"CEG35123",158.301419528795,-2.85568516619702,0.714411373378127,291.211474748465,3.73636087337792e-53,1.00558072286033e-52
"CEG35124",29.2738824912008,-1.33673838866861,1.03323571204161,291.359544464201,3.48113368206882e-53,9.37876470858364e-53
"CEG35125",20.2920239139574,1.63621344059122,0.95896758836557,171.814756077692,1.05608484292883e-28,1.85838410633613e-28
"CEG35126",18.1602734426641,0.356172790926153,1.02649847433155,223.569659963322,3.31580120686392e-39,7.03501664973615e-39
"CEG35127",14.1543626799588,-1.3305814478298,1.06746159404477,193.764303021168,3.91644018542349e-33,7.49109897988951e-33
"CEG35128",487.424431893154,-0.140912643304469,0.309226048153469,395.118543222935,7.33587089979701e-75,2.80128721710626e-74
"CEG35129",2726.5630670065,0.406565835878147,0.229863425114657,509.19039827069,6.42376747910547e-99,3.53045185627093e-98
"CEG35130",19.6047821760899,-0.764703175974556,1.17608044590166,82.771274392824,2.16704147651282e-11,2.75781774700379e-11
"CEG35131",275.879097646337,0.744328038536557,0.362518094522522,938.965675269837,1.60557780645645e-190,2.915091620233e-189
"CEG35132",127.292859534961,0.0704763871501854,0.308407384076794,195.777153665993,1.52991180450949e-33,2.9447926462739e-33
"CEG35133",47.572828235995,-0.963517785742522,0.638616205771669,74.9592562983354,5.75879080932662e-10,7.13093957234989e-10
"CEG35134",237.224567071001,-0.789169613097019,0.303775981565361,300.372283553121,4.67766226652422e-55,1.29822369929553e-54
"CEG35135",187.480103238703,0.264533973709391,0.313597616882117,60.2124581943404,2.31856161984162e-07,2.7372799053655e-07
